sentence, entity type + position
It is said that the Vikings preceded Columbus in discovering America.,"[[20, 27, 'MISC'], [37, 45, 'LOC'], [61, 68, 'LOC']]"
It is said that the Vikings preceded Columbus in discovering America.,"[[20, 27, 'MISC'], [37, 45, 'LOC'], [61, 68, 'LOC']]"
Hikers need to carry a compass with them to find their way through the woods.,"[[0, 6, 'PER']]"
Yes. He had just come home when I called.,"[[0, 4, 'PER']]"
Yes. I was very surprised at the news.,"[[0, 6, 'PER']]"
Yes. We'll visit a factory which produces television sets.,"[[0, 10, 'PER']]"
Yes. He can run 100 meters within twelve seconds.,"[[0, 3, 'ORG']]"
"Yes, I spoke with the company president.","[[0, 6, 'MISC']]"
"Yes, you must.","[[0, 14, 'MISC']]"
"Yes, my name is Karen Smith.","[[0, 3, 'ORG'], [16, 28, 'PER']]"
"Yes, my name is Karen Smith.","[[0, 3, 'ORG'], [16, 28, 'PER']]"
"Yes, I'm afraid so.","[[0, 8, 'MISC']]"
"Yes, I can.","[[0, 6, 'MISC']]"
"Yes, I am from Sapporo.","[[0, 6, 'MISC'], [15, 23, 'LOC']]"
"Yes, I am from Sapporo.","[[0, 6, 'MISC'], [15, 23, 'LOC']]"
"Yes, I have seen one many times.","[[0, 6, 'MISC']]"
Sure. Right away.,"[[0, 17, 'MISC']]"
"Yes, Bob helped me.","[[5, 8, 'PER']]"
"Yes, I do. I answered.","[[0, 6, 'MISC']]"
"Yes, I am. Are you Mr Nakano?","[[0, 6, 'MISC'], [19, 29, 'MISC']]"
"Yes, I am. Are you Mr Nakano?","[[0, 6, 'MISC'], [19, 29, 'MISC']]"
"Yes, I'm coming immediately.","[[0, 8, 'MISC']]"
"Yes, I'm coming!","[[0, 16, 'MISC']]"
"Yes, two.","[[0, 9, 'MISC']]"
Do you agree with Dr. Burns or Ms. Roland?,"[[18, 27, 'PER'], [31, 42, 'PER']]"
Do you agree with Dr. Burns or Ms. Roland?,"[[18, 27, 'PER'], [31, 42, 'PER']]"
"Doctor Burns, what should doctors do when a patient's brain is badly damaged?","[[0, 12, 'PER']]"
Can I have a single to Birmingham?,"[[0, 5, 'PER'], [23, 34, 'ORG']]"
Can I have a single to Birmingham?,"[[0, 5, 'PER'], [23, 34, 'ORG']]"
Bourbon is made from corn.,"[[0, 7, 'PER']]"
"Just make sure that credit is given: ""from The Herbs, by Leon Thomas, published by Herbal Life.""","[[43, 52, 'MISC'], [57, 68, 'PER'], [83, 95, 'PER']]"
"Just make sure that credit is given: ""from The Herbs, by Leon Thomas, published by Herbal Life.""","[[43, 52, 'MISC'], [57, 68, 'PER'], [83, 95, 'PER']]"
"Just make sure that credit is given: ""from The Herbs, by Leon Thomas, published by Herbal Life.""","[[43, 52, 'MISC'], [57, 68, 'PER'], [83, 95, 'PER']]"
Barbara's success is beyond question.,"[[0, 9, 'PER']]"
Harvard University was founded in 1636.,"[[0, 18, 'ORG']]"
"Bert doesn't go to high school, does he?","[[0, 4, 'PER']]"
"When the bartender totals the bill for a customer who is drunk and angry, he must be very careful to mind his P's and Q's.","[[110, 113, 'MISC'], [118, 122, 'MISC']]"
"When the bartender totals the bill for a customer who is drunk and angry, he must be very careful to mind his P's and Q's.","[[110, 113, 'MISC'], [118, 122, 'MISC']]"
Party games bring a party to life.,"[[0, 5, 'ORG']]"
"When he got to the party, Sam made a bee line for the food.","[[26, 29, 'PER']]"
Emma was much in evidence during the party.,"[[0, 4, 'PER']]"
"Though I have decided to go to the party, I'm not looking forward to it.","[[42, 45, 'MISC']]"
"You invited me to your party, but I can't make it this time.","[[34, 46, 'MISC']]"
Who was invited to the party?,"[[0, 3, 'ORG']]"
Can you come to the party?,"[[0, 3, 'ORG']]"
Everyone had a good time at the party.,"[[0, 8, 'PER']]"
Please say hello to Nancy if you see her at the party.,"[[20, 25, 'LOC']]"
Love to party!,"[[0, 4, 'PER']]"
Hertz and Avis are head to head competitors in the car rental business.,"[[0, 5, 'PER'], [10, 14, 'PER']]"
Hertz and Avis are head to head competitors in the car rental business.,"[[0, 5, 'PER'], [10, 14, 'PER']]"
Is there a Percy in your class?,"[[11, 16, 'PER']]"
Could you tell me how to get to Park Street?,"[[32, 44, 'LOC']]"
"If you see the day through with Mr Bark without losing your temper, I'll believe you.","[[32, 39, 'MISC'], [68, 85, 'MISC']]"
"If you see the day through with Mr Bark without losing your temper, I'll believe you.","[[32, 39, 'MISC'], [68, 85, 'MISC']]"
Mrs. Parker greeted him with a smile.,"[[0, 11, 'PER']]"
Mr Parker tried eating with chopsticks.,"[[3, 9, 'PER']]"
The Normans conquered England in 1066.,"[[4, 11, 'LOC'], [22, 29, 'LOC']]"
The Normans conquered England in 1066.,"[[4, 11, 'LOC'], [22, 29, 'LOC']]"
The Normans' conquest of England had a great effect on the English language.,"[[4, 32, 'MISC'], [59, 66, 'MISC']]"
The Normans' conquest of England had a great effect on the English language.,"[[4, 32, 'MISC'], [59, 66, 'MISC']]"
The Norwegian diplomat mediated the secret negotiations that produced the historic document.,"[[4, 13, 'MISC']]"
"In such countries as Norway and Finland, they have lots of snow in winter.","[[21, 27, 'LOC'], [32, 39, 'LOC']]"
"In such countries as Norway and Finland, they have lots of snow in winter.","[[21, 27, 'LOC'], [32, 39, 'LOC']]"
Nora looks up to her mother.,"[[0, 4, 'PER']]"
I'm thirsty. Can I have a glass of water?,"[[13, 18, 'PER']]"
"Since I was thirsty, I drank water.","[[21, 35, 'MISC']]"
The Nozomi is the fastest of all the trains in Japan.,"[[4, 10, 'MISC'], [47, 52, 'LOC']]"
The Nozomi is the fastest of all the trains in Japan.,"[[4, 10, 'MISC'], [47, 52, 'LOC']]"
"Dr. Yukawa, the Nobel prize winner, died in 1981.","[[0, 10, 'PER'], [16, 27, 'MISC']]"
"Dr. Yukawa, the Nobel prize winner, died in 1981.","[[0, 10, 'PER'], [16, 27, 'MISC']]"
It's my dream to win a Nobel Prize.,"[[23, 35, 'MISC']]"
Mr Norton is pleasant to work with.,"[[3, 9, 'LOC']]"
Mrs. North is very proud of her children.,"[[0, 10, 'LOC']]"
"Irene Pepperberg, a researcher at Northwestern University, is discovering that a parrot can not only mimic people but also learn the meaning of words.","[[0, 16, 'PER'], [34, 57, 'ORG']]"
"Irene Pepperberg, a researcher at Northwestern University, is discovering that a parrot can not only mimic people but also learn the meaning of words.","[[0, 16, 'PER'], [34, 57, 'ORG']]"
I had a slight accident while trekking in Nepal.,"[[42, 48, 'LOC']]"
Is it possible to reproduce 70 copies of your report which appeared in the November issue of The Network and distribute them to our agents?,"[[93, 104, 'ORG']]"
Ned held the flag erect.,"[[0, 3, 'PER']]"
Ned comes from the state of Utah.,"[[0, 3, 'PER'], [28, 33, 'LOC']]"
Ned comes from the state of Utah.,"[[0, 3, 'PER'], [28, 33, 'LOC']]"
Have you ever heard of Nessie?,"[[23, 30, 'LOC']]"
Rats carry the plague.,"[[0, 4, 'PER']]"
Rats breed rapidly.,"[[0, 4, 'PER']]"
Rats leave a sinking ship.,"[[0, 4, 'PER']]"
Clerks with sticky fingers won't keep their jobs for long.,"[[0, 6, 'MISC']]"
Cats were domesticated by the Egyptians.,"[[30, 40, 'LOC']]"
Hold still a moment while I fix your tie.,"[[26, 36, 'MISC']]"
May I bother you for a moment?,"[[0, 5, 'PER']]"
Bring me a moist towel.,"[[0, 5, 'PER']]"
Garlic is used to improve the taste of food.,"[[0, 6, 'PER']]"
Garlic gives off a strong odor.,"[[0, 6, 'PER']]"
Carrots and turnips are edible roots.,"[[0, 7, 'MISC']]"
Hastily acquired knowledge was not enough to solve the problem.,"[[0, 7, 'PER']]"
Thank you for your kind assistance while I was in New York.,"[[50, 58, 'LOC']]"
New York State is almost as large as Greece.,"[[0, 14, 'LOC'], [37, 44, 'LOC']]"
New York State is almost as large as Greece.,"[[0, 14, 'LOC'], [37, 44, 'LOC']]"
"International Business Machines Corporation, based in Armonk, New York, is the world's largest computer firm.","[[0, 31, 'ORG'], [54, 60, 'LOC'], [62, 70, 'LOC']]"
"International Business Machines Corporation, based in Armonk, New York, is the world's largest computer firm.","[[0, 31, 'ORG'], [54, 60, 'LOC'], [62, 70, 'LOC']]"
"International Business Machines Corporation, based in Armonk, New York, is the world's largest computer firm.","[[0, 31, 'ORG'], [54, 60, 'LOC'], [62, 70, 'LOC']]"
New York City policemen wear dark blue uniforms.,"[[0, 13, 'LOC']]"
How large is the population of New York City?,"[[31, 45, 'LOC']]"
How many flights to New York do you offer a week?,"[[20, 28, 'LOC']]"
How many flights to New York do you offer a day?,"[[20, 28, 'LOC']]"
What time does the train for New York depart?,"[[29, 37, 'LOC']]"
I'd like a nonstop flight to New York.,"[[29, 37, 'LOC']]"
How far is it to New York?,"[[17, 26, 'LOC']]"
Let's take a trip to New York.,"[[21, 29, 'LOC']]"
Have you ever been to New York?,"[[22, 31, 'LOC']]"
I'll look you up when I visit New York.,"[[30, 38, 'LOC']]"
I'm dying to go to New York.,"[[19, 27, 'LOC']]"
Is there a nonstop flight to New York?,"[[29, 38, 'LOC']]"
"I will fly to N.Y., or anywhere else.","[[14, 18, 'LOC']]"
New York is worth visiting.,"[[0, 8, 'LOC']]"
New York is a big city.,"[[0, 8, 'LOC']]"
New York is among the largest cities in the world.,"[[0, 8, 'LOC']]"
New York is the busiest city in the world.,"[[0, 8, 'LOC']]"
New York is the biggest city in the world.,"[[0, 8, 'LOC']]"
New York is sometimes referred to as the melting pot of races.,"[[0, 8, 'LOC']]"
New York is one of the cities that I previously thought that I wanted to visit.,"[[0, 8, 'LOC']]"
New York is a huge city.,"[[0, 8, 'LOC']]"
New York is accessible by train from Washington.,"[[0, 8, 'LOC'], [37, 47, 'LOC']]"
New York is accessible by train from Washington.,"[[0, 8, 'LOC'], [37, 47, 'LOC']]"
We call New York the Big Apple.,"[[8, 16, 'LOC']]"
New York is called the Big Apple.,"[[0, 8, 'LOC'], [23, 33, 'LOC']]"
New York is called the Big Apple.,"[[0, 8, 'LOC'], [23, 33, 'LOC']]"
How do you like New York?,"[[16, 25, 'LOC']]"
New York is the center of America's stock exchange.,"[[0, 8, 'LOC'], [26, 35, 'LOC']]"
New York is the center of America's stock exchange.,"[[0, 8, 'LOC'], [26, 35, 'LOC']]"
"New York, where my father is staying on business, is a much more dangerous city than Tokyo.","[[0, 8, 'LOC'], [85, 91, 'LOC']]"
"New York, where my father is staying on business, is a much more dangerous city than Tokyo.","[[0, 8, 'LOC'], [85, 91, 'LOC']]"
New York is on the Hudson River.,"[[0, 8, 'LOC'], [19, 32, 'LOC']]"
New York is on the Hudson River.,"[[0, 8, 'LOC'], [19, 32, 'LOC']]"
Can you tell me what the zip code is for New York?,"[[0, 3, 'ORG'], [41, 50, 'LOC']]"
Can you tell me what the zip code is for New York?,"[[0, 3, 'ORG'], [41, 50, 'LOC']]"
The streets of New York are very wide.,"[[15, 23, 'LOC']]"
Winter in New York can be very cold.,"[[10, 18, 'LOC']]"
New York weather is hot and humid in the summer.,"[[0, 8, 'LOC']]"
The population of New York is smaller than that of Tokyo.,"[[18, 26, 'LOC'], [51, 57, 'LOC']]"
The population of New York is smaller than that of Tokyo.,"[[18, 26, 'LOC'], [51, 57, 'LOC']]"
New York's Fifth Avenue is comparable to Ginza.,"[[0, 23, 'LOC'], [41, 47, 'LOC']]"
New York's Fifth Avenue is comparable to Ginza.,"[[0, 23, 'LOC'], [41, 47, 'LOC']]"
The glory of New York is its museums.,"[[13, 21, 'LOC']]"
How's the weather in New York?,"[[21, 30, 'LOC']]"
I'd like to do shopping on Fifth Avenue in New York.,"[[27, 39, 'LOC'], [43, 51, 'LOC']]"
I'd like to do shopping on Fifth Avenue in New York.,"[[27, 39, 'LOC'], [43, 51, 'LOC']]"
The stock market crash of October 1987 in New York is still vividly remembered.,"[[42, 50, 'LOC']]"
"If you visit New York, you've just got to come and see our house.","[[13, 21, 'LOC']]"
"When I was in New York, I happened to meet my old friend.","[[14, 22, 'LOC']]"
Change trains at Chicago for New York.,"[[17, 24, 'LOC'], [29, 37, 'LOC']]"
Change trains at Chicago for New York.,"[[17, 24, 'LOC'], [29, 37, 'LOC']]"
We rented an apartment when we lived in New York.,"[[40, 48, 'LOC']]"
New York bristles with towering buildings.,"[[0, 8, 'LOC']]"
There are many Japanese restaurants in New York.,"[[15, 23, 'MISC'], [39, 47, 'LOC']]"
There are many Japanese restaurants in New York.,"[[15, 23, 'MISC'], [39, 47, 'LOC']]"
There are many commercial firms in New York.,"[[35, 43, 'LOC']]"
There are a lot of tall buildings in New York.,"[[37, 45, 'LOC']]"
"Compared to New York, Tokyo is a much safer place.","[[12, 20, 'LOC'], [22, 27, 'LOC']]"
"Compared to New York, Tokyo is a much safer place.","[[12, 20, 'LOC'], [22, 27, 'LOC']]"
In New York I lost my way.,"[[3, 13, 'LOC']]"
Many would jump at the chance to live in New York.,"[[41, 49, 'LOC']]"
His business in New York was a great success.,"[[16, 24, 'LOC']]"
The New York Times reviews her gallery all the time.,"[[4, 18, 'ORG']]"
How far is it from New York to London?,"[[19, 27, 'LOC'], [31, 38, 'LOC']]"
How far is it from New York to London?,"[[19, 27, 'LOC'], [31, 38, 'LOC']]"
The ship from New York will arrive before long.,"[[14, 22, 'LOC']]"
It is a four-hour drive from New York to Boston.,"[[29, 37, 'LOC'], [41, 47, 'LOC']]"
It is a four-hour drive from New York to Boston.,"[[29, 37, 'LOC'], [41, 47, 'LOC']]"
Mr Newman often comes to Japan.,"[[3, 9, 'PER'], [25, 30, 'LOC']]"
Mr Newman often comes to Japan.,"[[3, 9, 'PER'], [25, 30, 'LOC']]"
Direct flights between New York and Tokyo commenced recently.,"[[23, 31, 'LOC'], [36, 41, 'LOC']]"
Direct flights between New York and Tokyo commenced recently.,"[[23, 31, 'LOC'], [36, 41, 'LOC']]"
Newton established the law of gravity.,"[[0, 6, 'PER']]"
Newton saw an apple fall off a tree.,"[[0, 6, 'PER']]"
The news was all about the collapse of the Soviet Union.,"[[43, 56, 'LOC']]"
The news says that there was a big earthquake in Greece.,"[[49, 56, 'LOC']]"
Newsweek had a big picture of the ex-movie star entering the police station.,"[[0, 8, 'MISC'], [43, 76, 'MISC']]"
Newsweek had a big picture of the ex-movie star entering the police station.,"[[0, 8, 'MISC'], [43, 76, 'MISC']]"
"The whole population of New Zealand is 3,410,000, and one seventh of it are the Maori people.","[[24, 35, 'LOC'], [80, 85, 'MISC']]"
"The whole population of New Zealand is 3,410,000, and one seventh of it are the Maori people.","[[24, 35, 'LOC'], [80, 85, 'MISC']]"
She will be relocated to New Zealand.,"[[25, 36, 'LOC']]"
We stopped over in Los Angeles for two nights on the way to New Zealand.,"[[19, 30, 'LOC'], [60, 71, 'LOC']]"
We stopped over in Los Angeles for two nights on the way to New Zealand.,"[[19, 30, 'LOC'], [60, 71, 'LOC']]"
New Zealand is a country of sheep and cows.,"[[0, 11, 'LOC']]"
What's New Zealand like? Is it as sparsely populated as Australia?,"[[0, 18, 'LOC'], [56, 66, 'LOC']]"
What's New Zealand like? Is it as sparsely populated as Australia?,"[[0, 18, 'LOC'], [56, 66, 'LOC']]"
"I'm from Wellington, the capital of New Zealand.","[[9, 19, 'LOC'], [36, 47, 'LOC']]"
"I'm from Wellington, the capital of New Zealand.","[[9, 19, 'LOC'], [36, 47, 'LOC']]"
The climate of New Zealand is similar to that of Japan.,"[[15, 26, 'LOC'], [49, 54, 'LOC']]"
The climate of New Zealand is similar to that of Japan.,"[[15, 26, 'LOC'], [49, 54, 'LOC']]"
I hear they have a lot of problems with the tunnels in New Zealand.,"[[55, 66, 'LOC']]"
They speak English in New Zealand.,"[[11, 18, 'MISC'], [22, 33, 'LOC']]"
They speak English in New Zealand.,"[[11, 18, 'MISC'], [22, 33, 'LOC']]"
Doraemon often smiles.,"[[0, 8, 'MISC']]"
"Nickel is a hard, silver-white metal.","[[0, 6, 'PER']]"
"You despise Nick, don't you?","[[12, 28, 'MISC']]"
Nick complained to me about the high prices in Tokyo.,"[[0, 4, 'PER'], [47, 53, 'LOC']]"
Nick complained to me about the high prices in Tokyo.,"[[0, 4, 'PER'], [47, 53, 'LOC']]"
Nick looks down on anyone who comes from a rural area.,"[[0, 4, 'PER']]"
"Nick didn't pass the exam, did he?","[[0, 4, 'PER']]"
Nick doesn't need to come to my office.,"[[0, 4, 'PER']]"
Nick owes me ten dollars.,"[[0, 4, 'PER']]"
Nick is by no means satisfied with the reward.,"[[0, 4, 'PER']]"
Nick can speak Portuguese very well. That's because he's been studying it for 5 years.,"[[0, 4, 'PER'], [15, 25, 'MISC']]"
Nick can speak Portuguese very well. That's because he's been studying it for 5 years.,"[[0, 4, 'PER'], [15, 25, 'MISC']]"
Nick hurried to catch the bus.,"[[0, 4, 'PER']]"
I must ask Nick his new address and telephone number when I see him.,"[[11, 15, 'PER']]"
"When Nicole heard that her favorite singer had died, she burst into tears.","[[5, 11, 'PER'], [36, 42, 'PER']]"
"When Nicole heard that her favorite singer had died, she burst into tears.","[[5, 11, 'PER'], [36, 42, 'PER']]"
Nicole can speak Japanese very well.,"[[17, 25, 'MISC']]"
"Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.","[[0, 13, 'PER'], [24, 29, 'LOC'], [37, 44, 'MISC'], [53, 59, 'LOC'], [122, 130, 'LOC']]"
"Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.","[[0, 13, 'PER'], [24, 29, 'LOC'], [37, 44, 'MISC'], [53, 59, 'LOC'], [122, 130, 'LOC']]"
"Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.","[[0, 13, 'PER'], [24, 29, 'LOC'], [37, 44, 'MISC'], [53, 59, 'LOC'], [122, 130, 'LOC']]"
"Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.","[[0, 13, 'PER'], [24, 29, 'LOC'], [37, 44, 'MISC'], [53, 59, 'LOC'], [122, 130, 'LOC']]"
"Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.","[[0, 13, 'PER'], [24, 29, 'LOC'], [37, 44, 'MISC'], [53, 59, 'LOC'], [122, 130, 'LOC']]"
How can a man be born when he is old? Nicodemus asked.,"[[38, 47, 'PER']]"
Nixon was caught lying because he bugged his own office.,"[[0, 5, 'PER']]"
Richard Nixon dropped from public attention.,"[[0, 13, 'PER']]"
"Nixon tried to stonewall through Watergate by ignoring it, but it didn't work.","[[0, 5, 'PER'], [33, 42, 'ORG']]"
"Nixon tried to stonewall through Watergate by ignoring it, but it didn't work.","[[0, 5, 'PER'], [33, 42, 'ORG']]"
Nikita Khrushchev was at the height of his powers.,"[[0, 17, 'PER']]"
For one reason or another their holiday in France didn't come up to expectations.,"[[43, 49, 'LOC']]"
Why am I the only one they complain about? They're just making an example out of me and using me as a scapegoat.,"[[43, 50, 'LOC']]"
What a lot of books! Do they belong to the university library?,"[[43, 62, 'ORG']]"
"Can you smell something burning? ""Oh, I went and burnt the toast.""","[[0, 3, 'ORG']]"
Somehow it's been a rough day.,"[[0, 7, 'PER']]"
Love your neighbors.,"[[0, 4, 'PER']]"
Both Nancy and Jane were absent from school.,"[[5, 10, 'LOC'], [15, 19, 'PER']]"
Both Nancy and Jane were absent from school.,"[[5, 10, 'LOC'], [15, 19, 'PER']]"
Nancy is a capable nurse.,"[[0, 5, 'LOC']]"
Nancy papered her room green.,"[[0, 5, 'LOC']]"
