sentence, entity type + position
Der größte Teil des Amazonas-Dschungels ist noch unberührt.,"[[20, 28, 'LOC']]"
Der Mississippi ist tief und breit.,"[[4, 15, 'LOC']]"
Bis jetzt gibt es bei Tatoeba sechs Sätze in mongolischer Sprache.,"[[22, 29, 'ORG'], [45, 57, 'MISC']]"
Bis jetzt gibt es bei Tatoeba sechs Sätze in mongolischer Sprache.,"[[22, 29, 'ORG'], [45, 57, 'MISC']]"
Tom verbrachte den ganzen Tag lesend im Bett.,"[[0, 3, 'PER']]"
Tom hat den ganzen Tag lesend im Bett verbracht.,"[[0, 3, 'PER']]"
"Während Mary an der Universität war, arbeitete sie für einen Anwalt.","[[8, 12, 'PER']]"
"Tom las eine Zeitschrift, während er auf den Bus wartete.","[[0, 3, 'PER']]"
"Maria kann sich nicht entscheiden, ob sie das Kleid kaufen soll oder nicht.","[[0, 5, 'PER']]"
"Hast du gehört, ob Tom die Stelle bekommen hat?","[[19, 22, 'PER']]"
"Habt ihr gehört, ob Tom die Stelle bekommen hat?","[[20, 23, 'PER']]"
"Haben Sie gehört, ob Tom die Stelle bekommen hat?","[[21, 24, 'PER']]"
Die Vereinigten Staaten exportieren Weizen in die ganze Welt.,"[[4, 23, 'LOC']]"
Die Sonne geht immer im Westen unter.,"[[4, 9, 'LOC']]"
Marys Büro befindet sich zwei Meilen westlich von ihrem Haus.,"[[0, 5, 'PER']]"
"Sie spricht nicht nur Englisch, sondern auch Französisch.","[[22, 30, 'MISC'], [45, 56, 'MISC']]"
"Sie spricht nicht nur Englisch, sondern auch Französisch.","[[22, 30, 'MISC'], [45, 56, 'MISC']]"
Er war aus China zurückgekommen.,"[[11, 16, 'LOC']]"
"Ich wollte das Buch kaufen, aber ich stellte fest, dass ich nicht mehr als 200 Yen bei mir hatte.","[[79, 82, 'MISC']]"
Ich spiele zum ersten Mal Mahjong.,"[[26, 33, 'ORG']]"
"Er fragte, ob ich chinesisches Essen möge.","[[18, 30, 'LOC']]"
Keine andere Sportart ist in Brasilien so populär wie Fußball.,"[[29, 38, 'LOC']]"
"Ich will jemanden einstellen, der Englisch kann.","[[34, 42, 'MISC']]"
Tom ist ein fähiger Kricketspieler.,"[[0, 3, 'PER']]"
Tom kann Fußball spielen.,"[[0, 3, 'PER']]"
Tom ist fähig Fußball zu spielen.,"[[0, 3, 'PER']]"
Ich komme aus China.,"[[14, 19, 'LOC']]"
"Ich habe einen Freund, der in London lebt.","[[30, 36, 'LOC']]"
"Japaner, vergesst nicht, die Vereinigten Staaten sind eine vieletnische Nation.","[[0, 7, 'LOC'], [29, 48, 'LOC']]"
"Japaner, vergesst nicht, die Vereinigten Staaten sind eine vieletnische Nation.","[[0, 7, 'LOC'], [29, 48, 'LOC']]"
"Sie kam nach Tokio, als sie achtzehn Jahre alt war.","[[13, 18, 'LOC']]"
Kolumbus hatte kein Telefon.,"[[0, 8, 'PER']]"
Herrn Grey gefiel seine Stelle nicht.,"[[6, 10, 'PER']]"
"Charles Moore entwickelte Forth in einem Versuch, die Produktivität des Programmierers zu steigern, ohne Rechenleistung zu opfern.","[[0, 13, 'PER'], [26, 31, 'PER']]"
"Charles Moore entwickelte Forth in einem Versuch, die Produktivität des Programmierers zu steigern, ohne Rechenleistung zu opfern.","[[0, 13, 'PER'], [26, 31, 'PER']]"
Sally schenkte ihm etwas zu Weihnachten.,"[[0, 5, 'PER']]"
Wir verbrachten die Weihnachtstage auf Hawaii.,"[[39, 45, 'LOC']]"
"Ist es gefährlich, alleine Metro zu fahren?","[[27, 32, 'ORG']]"
"Sie spricht Englisch, als wäre es ihre Muttersprache.","[[12, 20, 'MISC']]"
Was wäre Deutsch ohne Kommata!,"[[9, 16, 'MISC']]"
Was wäre Deutsch ohne Kommas!,"[[9, 16, 'MISC']]"
Es ist unmöglich Rom an einem Tag kennenzulernen.,"[[17, 20, 'LOC']]"
In der deutschen Sprache werden Hauptwörter immer groß geschrieben.,"[[7, 16, 'LOC']]"
Die Vereinigten Staaten heißen Einwanderer aus vielen Ländern willkommen.,"[[4, 23, 'LOC']]"
Mary begrüßte ihre Mutter mit einem Kuss.,"[[0, 4, 'PER']]"
Mary hat eine Webseite für ihr Geschäft.,"[[0, 4, 'PER']]"
Tom geht bei jedem Wetter joggen.,"[[0, 3, 'PER']]"
Hat Lucy schon angerufen?,"[[4, 8, 'PER']]"
"Ist es gefährlich, alleine U-Bahn zu fahren?","[[27, 33, 'ORG']]"
Ein paar Monate später kehren sie zu ihren Brutstätten in der Arktis zurück.,"[[62, 68, 'LOC']]"
Er wird einen Brief auf Englisch schreiben.,"[[24, 32, 'MISC']]"
Er war vor zwei Jahren in London.,"[[26, 32, 'LOC']]"
Japan ist kleiner als Kanada.,"[[0, 5, 'LOC'], [22, 28, 'LOC']]"
Japan ist kleiner als Kanada.,"[[0, 5, 'LOC'], [22, 28, 'LOC']]"
Japan ist nicht so groß wie Kanada.,"[[0, 5, 'LOC'], [28, 34, 'LOC']]"
Japan ist nicht so groß wie Kanada.,"[[0, 5, 'LOC'], [28, 34, 'LOC']]"
Ich komme morgen aus Kanada zurück.,"[[21, 27, 'LOC']]"
"Der Student, der mit John redet, kommt aus Kanada.","[[21, 25, 'PER'], [43, 49, 'LOC']]"
"Der Student, der mit John redet, kommt aus Kanada.","[[21, 25, 'PER'], [43, 49, 'LOC']]"
Kommen Sie aus Österreich oder aus Australien?,"[[15, 25, 'LOC'], [35, 45, 'LOC']]"
Kommen Sie aus Österreich oder aus Australien?,"[[15, 25, 'LOC'], [35, 45, 'LOC']]"
Kommt ihr aus Österreich oder aus Australien?,"[[14, 24, 'LOC'], [34, 44, 'LOC']]"
Kommt ihr aus Österreich oder aus Australien?,"[[14, 24, 'LOC'], [34, 44, 'LOC']]"
In Australien gibt es sehr seltene Tiere.,"[[3, 13, 'LOC']]"
Ozeanien ist der kleinste Kontinent der Welt.,"[[0, 8, 'LOC']]"
Sydney ist die größte Stadt Australiens.,"[[0, 6, 'LOC'], [28, 39, 'LOC']]"
Sydney ist die größte Stadt Australiens.,"[[0, 6, 'LOC'], [28, 39, 'LOC']]"
John spielt gut Schach.,"[[0, 4, 'PER']]"
"Sie dachten, er sei der Sohn der Sonne.","[[33, 38, 'LOC']]"
Am Sonntag machen wir einen Ausflug zur Esperanto-Quelle.,"[[40, 56, 'ORG']]"
Schmidt hat gesprochen und Kohl hat geschimpft.,"[[0, 7, 'PER'], [27, 31, 'PER']]"
Schmidt hat gesprochen und Kohl hat geschimpft.,"[[0, 7, 'PER'], [27, 31, 'PER']]"
Er ist mit dem Auto nach Kyōto gefahren.,"[[25, 30, 'LOC']]"
"Wenn das klappt, heiße ich Meier.","[[27, 32, 'PER']]"
Fräulein Meier ist sehr schön.,"[[9, 14, 'PER']]"
Daisan keihin ist die Strasse Nr. 3 von Tokyo nach Yokohama.,"[[0, 6, 'LOC'], [40, 45, 'LOC'], [51, 59, 'LOC']]"
Daisan keihin ist die Strasse Nr. 3 von Tokyo nach Yokohama.,"[[0, 6, 'LOC'], [40, 45, 'LOC'], [51, 59, 'LOC']]"
Daisan keihin ist die Strasse Nr. 3 von Tokyo nach Yokohama.,"[[0, 6, 'LOC'], [40, 45, 'LOC'], [51, 59, 'LOC']]"
Ich habe in Koenji gewohnt.,"[[12, 18, 'LOC']]"
"Tokyo heißt übersetzt ""östliche Hauptstadt"".","[[0, 5, 'LOC']]"
Mutter Teresa wurde 1910 in Jugoslawien geboren.,"[[7, 13, 'PER'], [28, 39, 'LOC']]"
Mutter Teresa wurde 1910 in Jugoslawien geboren.,"[[7, 13, 'PER'], [28, 39, 'LOC']]"
Ich habe die Aussprache des Englischen noch nicht in den Griff gekriegt.,"[[28, 38, 'MISC']]"
Die einzige Gleichheit auf der Erde ist der Tod.,"[[31, 35, 'LOC']]"
Eines Tages werden wir eine Reise nach Indien machen.,"[[39, 45, 'LOC']]"
Bill hält oft seine Versprechen nicht.,"[[0, 4, 'PER']]"
Der Wettermann sagt für heute Abend Schnee voraus.,"[[4, 14, 'PER']]"
Sie übersetzte den Brief aus dem Japanischen ins Französische.,"[[33, 44, 'MISC'], [49, 61, 'MISC']]"
Sie übersetzte den Brief aus dem Japanischen ins Französische.,"[[33, 44, 'MISC'], [49, 61, 'MISC']]"
"In der niederländischen Stadt Maastricht soll es 53 Kirchen geben; einige davon werden schon als Läden, Cafés oder Museen genutzt.","[[7, 23, 'LOC'], [30, 40, 'LOC']]"
"In der niederländischen Stadt Maastricht soll es 53 Kirchen geben; einige davon werden schon als Läden, Cafés oder Museen genutzt.","[[7, 23, 'LOC'], [30, 40, 'LOC']]"
Königin Elisabeth starb im Jahre 1603.,"[[8, 17, 'PER']]"
"Die spinnen, die Römer!","[[17, 22, 'LOC']]"
"Ist es wahr, dass man in der Schweiz für ""Schweinsohren"" ""prussiens"" sagt?","[[29, 36, 'LOC']]"
Das Museum verfügt über eine Ausstellung antiker Waffen.,"[[41, 48, 'MISC']]"
"Tom ist sehr wohlhabend, aber er ist nicht glücklich.","[[0, 3, 'PER']]"
Wie kommt man am schnellsten nach Boston?,"[[34, 40, 'LOC']]"
Die Strände auf Hawaii sind berühmt für ihre riesigen Wellen.,"[[16, 22, 'LOC']]"
Die Erde dreht sich in 24 Stunden einmal um ihre eigene Achse.,"[[4, 8, 'LOC']]"
Das kostet für dich 2.000 Peseten.,"[[26, 33, 'MISC']]"
"Hast du schon einmal die ""Neunte"" von Beethoven gehört?","[[38, 47, 'PER']]"
Hast du schon das neue Haus gesehen in dem Marilyn lebt?,"[[43, 50, 'PER']]"
Mayuko schrie laut.,"[[0, 6, 'PER']]"
"Heh, Pandark, wie kommt es, dass du so berühmt bist, dass Pharamp Sätze über dich schreibt?","[[5, 12, 'PER'], [58, 65, 'PER']]"
"Heh, Pandark, wie kommt es, dass du so berühmt bist, dass Pharamp Sätze über dich schreibt?","[[5, 12, 'PER'], [58, 65, 'PER']]"
"Es war gestern Morgen, als ich Herrn Carter gesehen habe.","[[37, 43, 'PER']]"
Mama sagte dasselbe. Aber was soll's? Es hat nichts mit mir zu tun.,"[[0, 4, 'PER']]"
Tom kann einen Gabelstapler bedienen.,"[[0, 3, 'PER']]"
Ich bin jetzt Doktorand in Boston.,"[[27, 33, 'LOC']]"
Larry Ewing ist verheiratet.,"[[0, 11, 'PER']]"
"Das Haus, dessen Dach du sehen kannst, gehört Herrn Baker.","[[52, 57, 'PER']]"
Die Suppe in der Terrine war köstlich.,"[[17, 24, 'LOC']]"
Tom führte mich im Park herum.,"[[0, 3, 'PER']]"
Amerika schaffte die Sklaverei ab.,"[[0, 7, 'LOC']]"
Mr. Smith machte ihm Spielzeug.,"[[4, 9, 'PER']]"
"Ich habe gehört, dass Jim den Vorschlag abgelehnt hat.","[[22, 25, 'PER']]"
Haben Sie japanisches Bier?,"[[10, 21, 'LOC']]"
Ich bin niemals in Amerika gewesen.,"[[19, 26, 'LOC']]"
"Wenn du ihn Französisch sprechen hörtest, würdest du ihn für einen Franzosen halten.","[[12, 23, 'MISC'], [67, 76, 'LOC']]"
"Wenn du ihn Französisch sprechen hörtest, würdest du ihn für einen Franzosen halten.","[[12, 23, 'MISC'], [67, 76, 'LOC']]"
Bruder Bartolomé Arrazola war ein spanischer Mönch.,"[[7, 25, 'PER'], [34, 44, 'LOC']]"
Bruder Bartolomé Arrazola war ein spanischer Mönch.,"[[7, 25, 'PER'], [34, 44, 'LOC']]"
Ljusja ist ein sehr naives und leichtgläubiges Kind.,"[[0, 6, 'PER']]"
"Jackies Bemühungen, Obdachlosen zu helfen, gingen nach hinten los.","[[0, 7, 'PER']]"
"Es war Tom, der dieses Mädchen gerettet hat.","[[7, 10, 'PER']]"
Der Erste Weltkrieg brach 1914 aus.,"[[4, 19, 'MISC']]"
George war auf achtzig.,"[[0, 6, 'PER']]"
"Könnte ich Herrn Nakagawa sprechen? - ""Das bin ich.""","[[17, 25, 'PER']]"
Charles Lindberg gelang 1927 der erste Alleinflug über den Atlantik.,"[[0, 16, 'PER'], [59, 67, 'LOC']]"
Charles Lindberg gelang 1927 der erste Alleinflug über den Atlantik.,"[[0, 16, 'PER'], [59, 67, 'LOC']]"
Ich habe Kyoto vor langer Zeit besucht.,"[[9, 14, 'LOC']]"
Der alte Mann nannte die Holzpuppe Pinocchio.,"[[35, 44, 'PER']]"
Meine Frau und ich gehen gerne ab und zu chinesisch essen.,"[[41, 51, 'MISC']]"
Ich reiste durch ganz Europa.,"[[22, 28, 'LOC']]"
Ich spiele mit der PlayStation 3.,"[[19, 32, 'MISC']]"
Ich möchte Kimbab essen.,"[[11, 17, 'PER']]"
Französisch wird von vielen gesprochen.,"[[0, 11, 'MISC']]"
Das Englische ist nicht meine Muttersprache.,"[[4, 13, 'MISC']]"
Sprichst du gut Chinesisch?,"[[16, 26, 'MISC']]"
Italien ist eine Halbinsel.,"[[0, 7, 'LOC']]"
"Die Sprache Esperanto mit einer 130-jährigen Geschichte und einer reichen Literatur kann in einem Zehntel der Zeit angeeignet werden, die man braucht, um eine der verbreiteten großen Nationalsprachen zu erlernen.","[[12, 21, 'MISC']]"
Die Polizei beschuldigte Sachiyo des Mordes.,"[[25, 32, 'PER']]"
"John rannte zum Bahnhof, um den letzten Zug zu erreichen.","[[0, 4, 'PER']]"
John startete den Wagen.,"[[0, 4, 'PER']]"
Er ist vor einem Monat nach London gegangen.,"[[28, 34, 'LOC']]"
Dieses ist das beste Kuschikatsu-Restaurant in Osaka.,"[[47, 52, 'LOC']]"
Hatschi!,"[[0, 7, 'PER']]"
Ich würde genauso gerne nach Hawaii gehen.,"[[29, 35, 'LOC']]"
Ich empfehle die Insel Maui.,"[[23, 27, 'LOC']]"
Ist jemand hier in Hawaii gewesen?,"[[19, 25, 'LOC']]"
Japanische Fahnen wehten.,"[[0, 10, 'LOC']]"
"Die Anzahl der Europäer, die jedes Jahr Thailand besuchen, ist sehr hoch.","[[15, 23, 'LOC'], [40, 48, 'LOC']]"
"Die Anzahl der Europäer, die jedes Jahr Thailand besuchen, ist sehr hoch.","[[15, 23, 'LOC'], [40, 48, 'LOC']]"
Fabien hat viele gute Ideen.,"[[0, 6, 'PER']]"
Setze deine Haut nicht zu lange der Sonne aus.,"[[36, 41, 'LOC']]"
Ich sah Andrea von zuhause weggehen.,"[[8, 14, 'PER']]"
"Columbus glaubte, in Indien zu sein.","[[0, 8, 'LOC'], [21, 27, 'LOC']]"
"Columbus glaubte, in Indien zu sein.","[[0, 8, 'LOC'], [21, 27, 'LOC']]"
Baumkuchen ist eine deutsche Spezialität.,"[[20, 28, 'LOC']]"
Ingo liebt sie.,"[[0, 4, 'PER']]"
Sie ist Li Ying.,"[[8, 15, 'PER']]"
"Weißt du, wer Rie Miyazawa ist?","[[14, 26, 'PER']]"
"„Das ist richtig“, sagte John.","[[25, 29, 'PER']]"
"Das ist der Grund, warum sie Englisch lernt.","[[29, 37, 'MISC']]"
Geboren in Athen 1956.,"[[11, 16, 'LOC']]"
Es ist die drittgrößte Stadt Serbiens.,"[[29, 37, 'LOC']]"
Sie kam im letzten Jahr das erste Mal in Kontakt mit der japanischen Kultur.,"[[57, 68, 'LOC']]"
Am liebsten mag ich Englischen Frühstückstee.,"[[20, 30, 'LOC']]"
Tom klagte über Rückenschmerzen.,"[[0, 3, 'PER']]"
"Der Mars ist der ""Rote Planet"".","[[4, 8, 'LOC'], [18, 29, 'LOC']]"
"Der Mars ist der ""Rote Planet"".","[[4, 8, 'LOC'], [18, 29, 'LOC']]"
"Hast du etwas von ihm gehört, seit er nach Amerika gegangen ist?","[[43, 50, 'LOC']]"
Er hat viele Bücher über China geschrieben.,"[[25, 30, 'LOC']]"
Horch!,"[[0, 5, 'PER']]"
Ich fahre mit dir nach Hannover.,"[[23, 31, 'LOC']]"
Ich fahre morgen in die Türkei.,"[[24, 30, 'LOC']]"
Ist das Geschenk von Laura?,"[[21, 26, 'PER']]"
Theo ist dicker geworden.,"[[0, 4, 'PER']]"
"Es ist schwierig, John zu überzeugen.","[[18, 22, 'PER']]"
Brian ließ Kate warten.,"[[0, 5, 'PER'], [11, 15, 'PER']]"
Brian ließ Kate warten.,"[[0, 5, 'PER'], [11, 15, 'PER']]"
Morgen werde ich nach Paris fahren.,"[[22, 27, 'LOC']]"
Bitte übersetzen Sie diesen japanischen Text ins Französische.,"[[28, 39, 'LOC'], [49, 61, 'MISC']]"
Bitte übersetzen Sie diesen japanischen Text ins Französische.,"[[28, 39, 'LOC'], [49, 61, 'MISC']]"
"Ich kann Französisch nicht lesen, geschweige denn sprechen.","[[9, 20, 'MISC']]"
In Harbin ist es sehr kalt.,"[[3, 9, 'LOC']]"
"Herzlichen Glückwunsch zum Geburtstag, Aiba!","[[39, 43, 'PER']]"
Sappho ist eine berühmte lesviotische Dichterin.,"[[0, 6, 'PER'], [25, 37, 'LOC']]"
Sappho ist eine berühmte lesviotische Dichterin.,"[[0, 6, 'PER'], [25, 37, 'LOC']]"
"In Japan gibt es die Tradition, zu Neujahr Reiskuchen zu essen.","[[3, 8, 'LOC']]"
Masako geht normalerweise zu Fuß zur Schule.,"[[0, 6, 'PER']]"
Er hatte nicht mehr als 100 Yen bei sich.,"[[28, 31, 'MISC']]"
Herr Wenzel stellt den Wagen auf den Marktplatz.,"[[5, 11, 'PER']]"
Zum Nordpol zu gelangen ist nicht einfach.,"[[4, 11, 'LOC']]"
Hokkaidō liegt nördlich von Sendai.,"[[0, 8, 'LOC'], [28, 34, 'LOC']]"
Hokkaidō liegt nördlich von Sendai.,"[[0, 8, 'LOC'], [28, 34, 'LOC']]"
"Diese Strohmatten, die auf Japanisch ""Tatami"" heißen, werden nicht mehr in Handarbeit hergestellt.","[[27, 36, 'MISC'], [38, 44, 'MISC']]"
"Diese Strohmatten, die auf Japanisch ""Tatami"" heißen, werden nicht mehr in Handarbeit hergestellt.","[[27, 36, 'MISC'], [38, 44, 'MISC']]"
Angelica Pickles ist sehr egoistisch.,"[[0, 16, 'PER']]"
Wie gut du Englisch sprichst!,"[[11, 19, 'MISC']]"
Papa und Mama schenkten mir ein Fahrrad.,"[[0, 4, 'PER'], [9, 13, 'PER']]"
Papa und Mama schenkten mir ein Fahrrad.,"[[0, 4, 'PER'], [9, 13, 'PER']]"
Es gibt kein Zeichen von Leben auf dem Mars.,"[[39, 43, 'LOC']]"
Russland importierte Weizen aus den USA.,"[[0, 8, 'LOC'], [36, 39, 'LOC']]"
Russland importierte Weizen aus den USA.,"[[0, 8, 'LOC'], [36, 39, 'LOC']]"
"„Das soll nicht wieder geschehen“, sagte Fortunatus bei sich, und wieder ritten sie aufeinander los. Dieses Mal traf der Speer des Fortunatus den Feind so heftig, dass dieser wie ein Ball vom Pferde flog und tot auf der Erde liegen blieb.","[[41, 51, 'PER'], [131, 141, 'PER'], [220, 224, 'LOC']]"
"„Das soll nicht wieder geschehen“, sagte Fortunatus bei sich, und wieder ritten sie aufeinander los. Dieses Mal traf der Speer des Fortunatus den Feind so heftig, dass dieser wie ein Ball vom Pferde flog und tot auf der Erde liegen blieb.","[[41, 51, 'PER'], [131, 141, 'PER'], [220, 224, 'LOC']]"
"„Das soll nicht wieder geschehen“, sagte Fortunatus bei sich, und wieder ritten sie aufeinander los. Dieses Mal traf der Speer des Fortunatus den Feind so heftig, dass dieser wie ein Ball vom Pferde flog und tot auf der Erde liegen blieb.","[[41, 51, 'PER'], [131, 141, 'PER'], [220, 224, 'LOC']]"
Ein gewisser Herr Braun ist am Apparat.,"[[18, 23, 'PER']]"
Was genau ist denn eigentlich an dieser sogenannten Freien Demokratischen Partei so frei?,"[[52, 80, 'ORG']]"
Papa und Mama haben mir ein Fahrrad geschenkt.,"[[0, 4, 'PER'], [9, 13, 'PER']]"
Papa und Mama haben mir ein Fahrrad geschenkt.,"[[0, 4, 'PER'], [9, 13, 'PER']]"
Tom ist weg.,"[[0, 3, 'PER']]"
Tom ist nicht da.,"[[0, 3, 'PER']]"
Bob half mir.,"[[0, 3, 'PER']]"
Dies ist Kenjis Stuhl.,"[[9, 15, 'PER']]"
Tom mag scharfes Curry.,"[[0, 3, 'PER']]"
Meg ärgert Ken manchmal.,"[[11, 14, 'PER']]"
Mary kam herein.,"[[0, 4, 'PER']]"
Ich spreche kein Chinesisch.,"[[17, 27, 'MISC']]"
"Das ist eine Sitte, wie sie die Sassaniden hatten.","[[32, 42, 'ORG']]"
"Dr. Zamenhof meinte, eine Sprache gehöre den Menschen, die sie sprechen, und deshalb ließ er Esperanto niemals urheberrechtlich schützen.","[[4, 12, 'PER']]"
"Da ich Martha einige Monate nicht gesehen hatte, ging ich gestern zu ihr, um sie zu besuchen.","[[7, 13, 'PER']]"
Ist das Französisch?,"[[8, 19, 'MISC']]"
Sie haben ihn nach Nordamerika geschickt.,"[[19, 30, 'LOC']]"
"Als sie jünger war, trank sie lieber Kaffee als japanischen Tee.","[[48, 59, 'LOC']]"
"Ich wusste nicht, dass Herr Williams im Vietnam-Krieg gekämpft hatte.","[[28, 36, 'PER'], [40, 53, 'MISC']]"
"Ich wusste nicht, dass Herr Williams im Vietnam-Krieg gekämpft hatte.","[[28, 36, 'PER'], [40, 53, 'MISC']]"
Maria ist mit dem Abwasch an der Reihe.,"[[0, 5, 'PER']]"
Tom und Jim sind gleichgroß.,"[[0, 3, 'PER'], [8, 11, 'PER']]"
Tom und Jim sind gleichgroß.,"[[0, 3, 'PER'], [8, 11, 'PER']]"
Die Königin wohnt im Buckingham-Palast.,"[[21, 38, 'LOC']]"
Tom kann nicht besser schwimmen als ein Stein.,"[[0, 3, 'PER']]"
Tom und Jim sind gleich groß.,"[[0, 3, 'PER'], [8, 11, 'PER']]"
Tom und Jim sind gleich groß.,"[[0, 3, 'PER'], [8, 11, 'PER']]"
Das Bild an der Wand wurde von Picasso gemalt.,"[[31, 38, 'PER']]"
Ich führe ein Tagebuch in Englisch.,"[[26, 34, 'MISC']]"
Ich bin ein vierzigjähriger Student an der Hyogo-Universität.,"[[43, 60, 'ORG']]"
Wie immer kam Mike an diesem Nachmittag zu spät zur Sitzung.,"[[14, 18, 'PER']]"
Einstein spielte gerne Violine.,"[[0, 8, 'PER']]"
"Egal wann du kommst, ich werde mit dir eine Partie Shogi spielen.","[[51, 56, 'PER']]"
Mary und ihre Schwester kümmerten sich abwechselnd um ihre kranke Mutter.,"[[0, 4, 'PER']]"
Der amerikanische Film war ein großer Erfolg.,"[[4, 17, 'LOC']]"
"Bill hat einen Teilzeitjob, um ein Auto kaufen zu können.","[[0, 4, 'PER']]"
"In der deutschen Sprache ist es möglich Substantive miteinander zu verbinden, sodass Worte herauskommen wie Türschlossenteiser oder Jugendmedienschutzstaatsvertrag, welche meist in keinem Wörterbuch stehen, aber doch wirkliche Wörter sind.","[[7, 16, 'LOC']]"
Die Chinesische Mauer ist über 5.500 Meilen lang.,"[[4, 21, 'LOC']]"
Die Chinesische Mauer ist mehr als 5.500 Meilen lang.,"[[4, 21, 'LOC']]"
Die Amerikaner wählen alle vier Jahre einen neuen Präsidenten.,"[[4, 14, 'LOC']]"
Ich habe ihn zufällig in Tokio getroffen.,"[[25, 30, 'LOC']]"
Dieser See ist der tiefste See in Japan.,"[[34, 39, 'LOC']]"
Ich würde gern meinen Aufenthalt in Amerika verlängern.,"[[36, 43, 'LOC']]"
Mayuko hat die ganzen Kekse aufgegessen.,"[[0, 6, 'PER']]"
Wir nannten die Katze Mimi.,"[[22, 26, 'PER']]"
Ist Mike Mitglied des Schwimm-Klubs?,"[[4, 8, 'PER'], [22, 35, 'ORG']]"
Ist Mike Mitglied des Schwimm-Klubs?,"[[4, 8, 'PER'], [22, 35, 'ORG']]"
Die Sonne ging hinter den Bergen unter.,"[[4, 9, 'LOC']]"
Mary nannte das Baby nach ihrer Großmutter.,"[[0, 4, 'PER']]"
Alle meine Freunde lieben American Football.,"[[26, 43, 'ORG']]"
Mary hat schon angefangen.,"[[0, 4, 'PER']]"
Du kannst Englisch in den meisten Hotels rund um die Welt benützen.,"[[10, 18, 'MISC']]"
"Es hat mich tausend Yen gekostet, mein Fahrrad reparieren zu lassen.","[[20, 23, 'MISC']]"
Tom überquerte die Straße.,"[[0, 3, 'PER']]"
Er ist Schweizer.,"[[7, 16, 'LOC']]"
Die Karotten kosten drei Dollar.,"[[25, 31, 'MISC']]"
Pharamp schnitt den Kuchen halb auf.,"[[0, 7, 'PER']]"
Mariko spricht gut Englisch.,"[[0, 6, 'PER'], [19, 27, 'MISC']]"
Mariko spricht gut Englisch.,"[[0, 6, 'PER'], [19, 27, 'MISC']]"
"Alice hat wirklich existiert, aber das Wunderland ist eine Einbildung.","[[0, 5, 'PER']]"
Thunfisch wird in Japan sehr gerne gegessen.,"[[18, 23, 'LOC']]"
Joe und ich haben gestern einen Löwen gesehen.,"[[0, 3, 'PER']]"
Besuchst du gerne Ausstellungen in Rumänien?,"[[35, 43, 'LOC']]"
Papa ist heute in einer ungeduldigen Geistesverfassung.,"[[0, 4, 'PER']]"
Ken hat nicht fleißig genug gelernt und hatte deshalb keinen Examenserfolg.,"[[0, 3, 'PER']]"
Die Katharer in Südfrankreich wurden Albigenser genannt.,"[[16, 29, 'LOC'], [37, 47, 'LOC']]"
Die Katharer in Südfrankreich wurden Albigenser genannt.,"[[16, 29, 'LOC'], [37, 47, 'LOC']]"
Bonanza hat nichts mit Bananen zu tun. Oder doch? Es ist eine berühmte Western-Serie.,"[[0, 7, 'PER']]"
Dieses Buch ist auf Englisch geschrieben und daher für mich einfach zu lesen.,"[[20, 28, 'MISC']]"
Tatoeba ist ein Sprachwörterbuch.,"[[0, 7, 'ORG']]"
Wir sind am Autobahnkreuz 11 abgefahren.,"[[12, 28, 'LOC']]"
Wir sind an der Anschlussstelle 11 abgefahren.,"[[16, 34, 'LOC']]"
"Thomas ist ein Esperantist, der Esperanto vor einem Jahr zu lernen begann. Nun spricht er es schon fließend.","[[0, 6, 'PER']]"
