sentence, entity type + position
"Spreekt hij Engels, Frans of Duits?","[[12, 18, 'MISC'], [20, 25, 'MISC'], [29, 34, 'MISC']]"
"Spreekt hij Engels, Frans of Duits?","[[12, 18, 'MISC'], [20, 25, 'MISC'], [29, 34, 'MISC']]"
"Spreekt hij Engels, Frans of Duits?","[[12, 18, 'MISC'], [20, 25, 'MISC'], [29, 34, 'MISC']]"
Ik heb New York voor het eerst bezocht.,"[[7, 15, 'LOC']]"
Welke berg is de hoogste van Noord-Amerika?,"[[29, 42, 'LOC']]"
Tante Joko is te zwak om te werken.,"[[0, 10, 'PER']]"
Ze weten niet dat ik een Japanner ben.,"[[25, 33, 'MISC']]"
Tom sloop uit de klas.,"[[0, 3, 'PER']]"
Ik heb één vriend die in Engeland woont.,"[[25, 33, 'LOC']]"
Ik heb een vriend die in Engeland woont.,"[[25, 33, 'LOC']]"
Ik ga naar Tokio morgen.,"[[11, 16, 'LOC']]"
Morgen keer ik terug naar Japan.,"[[26, 31, 'LOC']]"
Ik herkende Mary op het eerste gezicht.,"[[12, 16, 'PER']]"
Ik herkende Maria op het eerste gezicht.,"[[12, 17, 'PER']]"
Tokio is een grote stad.,"[[0, 5, 'LOC']]"
Dat was Chinees voor mij.,"[[8, 15, 'MISC']]"
Bob vulde de pot met water.,"[[0, 3, 'PER']]"
Bob is vriendelijk tegen de mensen in zijn omgeving.,"[[0, 3, 'PER']]"
Ik breng u de supermens bij! sprak Zarathustra.,"[[35, 46, 'PER']]"
"Ik versta perfect Italiaans pochte zij, terwijl ze een schotel uit het menu koos. Maar toen het eten opgediend werd, was het helemaal niet wat ze verwacht had.","[[18, 27, 'MISC']]"
Bonanza gaat niet over bananen. Of toch? Het is een bekende westernreeks.,"[[0, 7, 'PER']]"
Alice heeft echt bestaan maar Wonderland is een fictief land.,"[[0, 5, 'PER'], [30, 40, 'LOC']]"
Alice heeft echt bestaan maar Wonderland is een fictief land.,"[[0, 5, 'PER'], [30, 40, 'LOC']]"
Japan begon rijst te importeren uit de VS.,"[[0, 5, 'LOC'], [39, 42, 'MISC']]"
Japan begon rijst te importeren uit de VS.,"[[0, 5, 'LOC'], [39, 42, 'MISC']]"
Chinees eten is even lekker als Frans eten.,"[[0, 7, 'MISC'], [32, 37, 'MISC']]"
Chinees eten is even lekker als Frans eten.,"[[0, 7, 'MISC'], [32, 37, 'MISC']]"
"Mijn roepnaam is ""Itschi"".","[[18, 24, 'PER']]"
Het Towada-meer is bekend om zijn schoonheid.,"[[4, 15, 'MISC']]"
Toen was ze student in Yale.,"[[23, 27, 'LOC']]"
Japan is aan alle kanten omgeven door water.,"[[0, 5, 'LOC']]"
Engels is niet gemakkelijk.,"[[0, 6, 'MISC']]"
Zijt ge vroeger al in Italië geweest?,"[[22, 28, 'LOC']]"
Ana had geen vrienden waarmee ze kon spelen.,"[[0, 3, 'PER']]"
Chris kan morgen niet werken.,"[[0, 5, 'PER']]"
Moet de brief in het Engels geschreven worden?,"[[21, 27, 'MISC']]"
Ik wenste dat ik Engels kon spreken.,"[[17, 23, 'MISC']]"
Oei! Roest vreet het metaal weg.,"[[5, 10, 'PER']]"
Ik wil naar Seattle gaan.,"[[12, 19, 'LOC']]"
Haar vader is Japanner.,"[[14, 22, 'MISC']]"
Dat was allemaal Chinees voor mij.,"[[17, 24, 'MISC']]"
"En zo raakte Pandark verloren in zijn kamer en zag men hem nooit meer terug. Sommigen zeiden dat hij van honger omkwam, anderen zeiden dat hij nog steeds ronddwaalt op zoek naar zijn cd's.","[[13, 20, 'PER']]"
Ik zou willen zijn zoals Picasso.,"[[25, 32, 'PER']]"
"Maria had een lammetje, zijn vacht was wit als sneeuw.","[[0, 5, 'PER']]"
Ik zal uw verantwoordelijkheden overnemen zolang ge uit Japan weg zijt.,"[[56, 61, 'LOC']]"
Het FBI heeft de kamer van de misdadiger in het geheim van afluisterapparatuur voorzien.,"[[4, 7, 'ORG']]"
Japan hangt af van de olie van Arabische landen.,"[[0, 5, 'LOC'], [31, 40, 'MISC']]"
Japan hangt af van de olie van Arabische landen.,"[[0, 5, 'LOC'], [31, 40, 'MISC']]"
Op gebied van olie hangt Japan af van de Arabische landen.,"[[25, 30, 'LOC'], [41, 50, 'MISC']]"
Op gebied van olie hangt Japan af van de Arabische landen.,"[[25, 30, 'LOC'], [41, 50, 'MISC']]"
"Zij heeft een zoon, die John heet.","[[24, 28, 'PER']]"
Gisteren ben ik naar Disneyland geweest.,"[[21, 31, 'LOC']]"
"Ik spreek geen Frans, maar ik begrijp het een beetje.","[[15, 20, 'MISC']]"
Mike zwemt heel goed.,"[[0, 4, 'PER']]"
Wie heeft Hamlet geschreven?,"[[10, 16, 'PER']]"
"In 1912 stierf de Oostenrijkse kleermaker Franz Reichelt toen hij vanaf de eerste verdieping van de Eiffeltoren sprong om zijn nieuwe uitvinding te testen, de parachutemantel, die niet werkte...","[[18, 30, 'MISC'], [42, 56, 'PER'], [100, 111, 'LOC']]"
"In 1912 stierf de Oostenrijkse kleermaker Franz Reichelt toen hij vanaf de eerste verdieping van de Eiffeltoren sprong om zijn nieuwe uitvinding te testen, de parachutemantel, die niet werkte...","[[18, 30, 'MISC'], [42, 56, 'PER'], [100, 111, 'LOC']]"
"In 1912 stierf de Oostenrijkse kleermaker Franz Reichelt toen hij vanaf de eerste verdieping van de Eiffeltoren sprong om zijn nieuwe uitvinding te testen, de parachutemantel, die niet werkte...","[[18, 30, 'MISC'], [42, 56, 'PER'], [100, 111, 'LOC']]"
Zij sprak goed Japans.,"[[15, 21, 'MISC']]"
Men kan van hieruit de Fuji zien.,"[[23, 27, 'LOC']]"
Ik zend hem naar Californië.,"[[17, 27, 'LOC']]"
Chinezen zijn een zeer werklustig volk.,"[[0, 8, 'MISC']]"
Bob heeft mij geholpen.,"[[0, 3, 'PER']]"
Dit is de stoel van Kenji.,"[[20, 25, 'PER']]"
Frankrijk grenst aan Italië.,"[[0, 9, 'LOC'], [21, 27, 'LOC']]"
Frankrijk grenst aan Italië.,"[[0, 9, 'LOC'], [21, 27, 'LOC']]"
"Ik hou erg van de stad Nara, vooral in de herfst.","[[23, 27, 'LOC']]"
Ik kom overmorgen terug naar Australië.,"[[29, 38, 'LOC']]"
"Eerlijk gezegd, ik heb hoogtevrees. ""Bangerik!""","[[37, 45, 'PER']]"
Mayuko meed moeilijk werk.,"[[0, 6, 'PER']]"
"Kop op, Johan. Er zijn meer vissen in de zee.","[[8, 13, 'PER']]"
Die Hongaarse meisjes zijn zeer mooi.,"[[4, 13, 'MISC']]"
Japan is voor het grootste deel mooi om er te leven.,"[[0, 5, 'LOC']]"
Ik zou graag naar Hawaï gaan.,"[[18, 23, 'LOC']]"
"Als ik het alfabet kon herschikken, dan zette ik nog steeds T voor U.","[[60, 61, 'MISC']]"
"Als je je privéleven beu bent, raad ik je aan om je bij Facebook in te schrijven. Het is de beste manier om ervanaf te geraken.","[[56, 64, 'ORG']]"
John is gisteren vertrokken naar Frankrijk.,"[[0, 4, 'PER'], [33, 42, 'LOC']]"
John is gisteren vertrokken naar Frankrijk.,"[[0, 4, 'PER'], [33, 42, 'LOC']]"
Ik ben Amerikaan.,"[[7, 16, 'MISC']]"
Hij is geen VS-burger.,"[[12, 21, 'MISC']]"
Hij is geen Amerikaan.,"[[12, 21, 'MISC']]"
Bill zingt vaak in de badkamer.,"[[0, 4, 'PER']]"
Vandaag is Maria treurig.,"[[11, 16, 'PER']]"
Ik denk dat Juan Maria graag heeft.,"[[12, 22, 'PER']]"
Wat heeft Mari gisteren gekocht?,"[[10, 14, 'PER']]"
Mari is in Hongarije geweest.,"[[0, 4, 'PER'], [11, 20, 'LOC']]"
Mari is in Hongarije geweest.,"[[0, 4, 'PER'], [11, 20, 'LOC']]"
Maria Callas is een beroemde operazangeres.,"[[0, 12, 'PER']]"
Ik heb gehoord dat Robert ziek is.,"[[19, 25, 'PER']]"
Hij skiet ieder jaar in Hokkaido.,"[[24, 32, 'LOC']]"
Euclides heeft bewezen dat er oneindig veel priemgetallen zijn.,"[[0, 8, 'PER']]"
Hij komt uit Hangzhou.,"[[13, 21, 'LOC']]"
"Tante Wang, ik ben het.","[[0, 10, 'PER']]"
Ik heb hem ontmoet tijdens mijn verblijf in Londen.,"[[44, 50, 'LOC']]"
Aanvaardt ge een Visa-kaart?,"[[17, 27, 'MISC']]"
Kan ik een vlucht naar Chicago reserveren?,"[[23, 30, 'LOC']]"
"Als ge niet weet wat een ""ovenkoekje"" is, vraag het dan eens aan een Zwitser.","[[69, 76, 'MISC']]"
Japanners hebben donkere ogen.,"[[0, 9, 'MISC']]"
De Japanse economie ontwikkelde zich vrij snel.,"[[3, 10, 'MISC']]"
In wortelen zit veel vitamine A.,"[[30, 32, 'PER']]"
Volgens het Bijbelverhaal had God zes dagen nodig om de wereld te maken.,"[[12, 25, 'MISC'], [30, 33, 'PER']]"
Volgens het Bijbelverhaal had God zes dagen nodig om de wereld te maken.,"[[12, 25, 'MISC'], [30, 33, 'PER']]"
Mayiko kan fietsen.,"[[0, 6, 'PER']]"
Samen met Groot-Brittannië zou Frankrijk de import van afvalstoffen uit Duitsland kunnen verbieden.,"[[10, 26, 'LOC'], [31, 40, 'LOC'], [72, 81, 'LOC']]"
Samen met Groot-Brittannië zou Frankrijk de import van afvalstoffen uit Duitsland kunnen verbieden.,"[[10, 26, 'LOC'], [31, 40, 'LOC'], [72, 81, 'LOC']]"
Samen met Groot-Brittannië zou Frankrijk de import van afvalstoffen uit Duitsland kunnen verbieden.,"[[10, 26, 'LOC'], [31, 40, 'LOC'], [72, 81, 'LOC']]"
Doe hersengymnastiek bij TATOEBA tegen verkalking.,"[[25, 32, 'ORG']]"
"De dag na mijn terugkomst, belde Anna mij op.","[[33, 37, 'PER']]"
Ik heb dit badpak in Frankrijk besteld.,"[[21, 30, 'LOC']]"
Tom moet vandaag niet naar school.,"[[0, 3, 'PER']]"
Ik doe liever Engels dan wiskunde.,"[[14, 20, 'MISC']]"
Zij kan Spaans spreken.,"[[8, 14, 'MISC']]"
Wenen zal niet helpen.,"[[0, 5, 'LOC']]"
In het Frans zijn er veel synoniemen.,"[[7, 12, 'MISC']]"
Mayuko kan het alleen leven niet aan.,"[[0, 6, 'PER']]"
Hebt ge Japans bier?,"[[8, 14, 'MISC']]"
De Eerste Wereldoorlog begon in 1914.,"[[3, 22, 'MISC']]"
"Het Engels heeft geen woord voor ""gunnen"".","[[4, 10, 'MISC']]"
Barbertje moet hangen.,"[[0, 9, 'PER']]"
De jongen heet Shintaro Wada.,"[[15, 28, 'PER']]"
Hij studeert ook Chinees.,"[[17, 24, 'MISC']]"
John heeft een natuurlijk talent voor tennis.,"[[0, 4, 'PER']]"
Door Tatoeba te gebruiken leert men talen.,"[[5, 12, 'ORG']]"
Het klimaat in Japan is zachter dan in Engeland.,"[[15, 20, 'LOC'], [39, 47, 'LOC']]"
Het klimaat in Japan is zachter dan in Engeland.,"[[15, 20, 'LOC'], [39, 47, 'LOC']]"
Juffrouw Swan is onze lerares Engels.,"[[9, 13, 'PER'], [30, 36, 'MISC']]"
Juffrouw Swan is onze lerares Engels.,"[[9, 13, 'PER'], [30, 36, 'MISC']]"
Buiten Bill was iedereen op tijd.,"[[7, 11, 'PER']]"
Ik geloof niet dat dat kind helemaal alleen naar Tokio gekomen is.,"[[49, 54, 'LOC']]"
Mijn tante woont in New York.,"[[20, 28, 'LOC']]"
Karl Valentin was een filosoof.,"[[0, 13, 'PER']]"
Het was de eerste keer dat ik langs de Mogami-rivier wandelde.,"[[39, 52, 'LOC']]"
"Mike en zijn zuster kunnen Frans spreken, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [52, 58, 'MISC']]"
"Mike en zijn zuster kunnen Frans spreken, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [52, 58, 'MISC']]"
"Mike en zijn zuster kunnen Frans spreken, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [52, 58, 'MISC']]"
Ik heb uit de Verenigde Staten enkele nieuwe boeken besteld.,"[[14, 30, 'LOC']]"
"Ongeveer vier pond, zegt Bob.","[[25, 29, 'PER']]"
Goeiedag! Zijt gij Jackie Scott?,"[[19, 31, 'PER']]"
Ik heb enkele boeken in het Engels.,"[[28, 34, 'MISC']]"
Ik schrijf zeer dikwijls bijdragen voor Wikipedia.,"[[40, 49, 'ORG']]"
Mireille Mathieu is een van de beste zangeressen van Frankrijk.,"[[0, 16, 'PER'], [53, 62, 'LOC']]"
Mireille Mathieu is een van de beste zangeressen van Frankrijk.,"[[0, 16, 'PER'], [53, 62, 'LOC']]"
Ik zal Armenië volgend jaar bezoeken.,"[[7, 14, 'LOC']]"
Mijn hartsvriendin is naar Canada gegaan.,"[[27, 33, 'LOC']]"
Ik deed al het mogelijke om mijn Esperanto te verbeteren.,"[[33, 42, 'MISC']]"
"Eugenia was heel mooi, ze was een vrouw.","[[0, 7, 'PER']]"
Ze heeft altijd in Otaru geleefd.,"[[19, 24, 'LOC']]"
Veel studenten gaan naar Europa om muziek te studeren.,"[[25, 31, 'LOC']]"
Wanneer keert ge terug naar Italië?,"[[28, 34, 'LOC']]"
Mijn haar is langer dan dat van Jane.,"[[32, 36, 'PER']]"
Zijt ge al naar New York geweest?,"[[16, 24, 'LOC']]"
Ik ken Johano al sinds 1976.,"[[7, 13, 'PER']]"
"Sam, wat doet gij?","[[0, 3, 'PER']]"
"De titel van dit liedje is ""Only You"".","[[28, 36, 'MISC']]"
Er bestaat niet één veilige plek meer in Japan.,"[[41, 46, 'LOC']]"
Ze vertrekt zondag naar New York.,"[[24, 32, 'LOC']]"
Mijnheer en mevrouw West zijn op huwelijksreis.,"[[20, 24, 'LOC']]"
"Josh vroeg me uit, maar ik zei dat hij naar de maan kon lopen.","[[0, 4, 'PER']]"
Je kan altijd op Jane rekenen om het te zeggen zoals het is.,"[[17, 21, 'PER']]"
Wat heeft John op het toneel gezongen?,"[[10, 14, 'PER']]"
Kam uw haar voordat ge buiten gaat.,"[[0, 3, 'PER']]"
Tom maakte zich kwaad op de kinderen.,"[[0, 3, 'PER']]"
Hij kent een beetje Engels.,"[[20, 26, 'MISC']]"
Ik leer Spaans.,"[[8, 14, 'MISC']]"
In de zesde eeuw namen de Angelsaksen het Latijns schrift over.,"[[26, 37, 'MISC'], [42, 49, 'MISC']]"
In de zesde eeuw namen de Angelsaksen het Latijns schrift over.,"[[26, 37, 'MISC'], [42, 49, 'MISC']]"
Ik schrijf naar Erwan Le Bourdonnec.,"[[16, 35, 'MISC']]"
Hij heeft zich onlangs bekeerd naar het Katholicisme.,"[[40, 52, 'MISC']]"
Mary beweerde dat de handtas een geschenk was van haar man.,"[[0, 4, 'PER']]"
Hij heeft driemaal Frankrijk bezocht.,"[[19, 28, 'LOC']]"
Alle jongens waren verliefd op Julia.,"[[31, 36, 'PER']]"
Ken je mijn broer Masao?,"[[18, 23, 'PER']]"
Kent u mijn broer Masao?,"[[18, 23, 'PER']]"
Kennen jullie mijn broer Masao?,"[[25, 30, 'PER']]"
Hij verliet Tokio en trok naar Kioto.,"[[12, 17, 'LOC'], [31, 36, 'LOC']]"
Hij verliet Tokio en trok naar Kioto.,"[[12, 17, 'LOC'], [31, 36, 'LOC']]"
Ik kon over het Kanaal zwemmen.,"[[16, 22, 'LOC']]"
De school heeft Mary een prijs toegekend.,"[[16, 20, 'PER']]"
Ana heeft geen zusters.,"[[0, 3, 'PER']]"
De directeur toont aan de Duitse zakenmensen de Eiffeltoren.,"[[26, 32, 'MISC'], [48, 59, 'LOC']]"
De directeur toont aan de Duitse zakenmensen de Eiffeltoren.,"[[26, 32, 'MISC'], [48, 59, 'LOC']]"
Estland heeft zijn eigen volkslied.,"[[0, 7, 'LOC']]"
Willy is daar onverbiddelijk in: zij zou hem moeten gehoorzamen.,"[[0, 5, 'PER']]"
"Hoe laat komen we aan in Akita, als we de trein van 9 uur 30 nemen?","[[25, 30, 'LOC']]"
Hoe hoog is de Fujiberg?,"[[15, 23, 'MISC']]"
"Ik ben Japanner, maar ik woon niet in Japan.","[[7, 15, 'MISC'], [38, 43, 'LOC']]"
"Ik ben Japanner, maar ik woon niet in Japan.","[[7, 15, 'MISC'], [38, 43, 'LOC']]"
Esperanto is gemakkelijk uit te spreken.,"[[0, 9, 'MISC']]"
Hoeveel pence gaan er in een Brits pond?,"[[29, 34, 'MISC']]"
Japan is vol mooie steden. Kioto en Nara bijvoorbeeld.,"[[0, 5, 'LOC'], [27, 32, 'LOC'], [36, 40, 'LOC']]"
Japan is vol mooie steden. Kioto en Nara bijvoorbeeld.,"[[0, 5, 'LOC'], [27, 32, 'LOC'], [36, 40, 'LOC']]"
Japan is vol mooie steden. Kioto en Nara bijvoorbeeld.,"[[0, 5, 'LOC'], [27, 32, 'LOC'], [36, 40, 'LOC']]"
"Ge veracht Nick, nietwaar?","[[11, 15, 'PER']]"
"4 pond en 90 pence, antwoordde Bob.","[[31, 35, 'PER']]"
http://esperanto.typeit.org/ heeft mijn voortbestaan op Tatoeba echt vergemakkelijkt.,"[[56, 63, 'MISC']]"
Tijdens mijn verblijf in Engeland keek ik vaak in de reisgids.,"[[25, 33, 'LOC']]"
Ten slotte heeft Jane het niet gekocht.,"[[17, 21, 'PER']]"
De volgende morgen vertrok ik naar Parijs.,"[[35, 41, 'LOC']]"
"Nadat ze dat gezegd had, liet Mayu verlegen het hoofd zakken.","[[30, 34, 'PER']]"
Ik ben heel blij dat ge volgende maand Tokio zult bezoeken.,"[[39, 44, 'LOC']]"
Elk goed lemmet is van Damascus.,"[[23, 31, 'LOC']]"
Hij speelde de rol van Hamlet.,"[[23, 29, 'PER']]"
Ik nam Ana voor haar zuster.,"[[7, 10, 'PER']]"
"Tatoeba is Japans voor ""bijvoorbeeld"".","[[0, 7, 'PER'], [11, 17, 'MISC']]"
"Tatoeba is Japans voor ""bijvoorbeeld"".","[[0, 7, 'PER'], [11, 17, 'MISC']]"
Ik begrijp niet waarom men het zacht teken in het Oekraïens alfabet verplaatst heeft; het leek mij veel logischer als het aan het einde kwam.,"[[50, 59, 'MISC']]"
Judy bekeek mij.,"[[0, 4, 'PER']]"
Ik zal mijn reis naar Schotland uitstellen tot het warmer is.,"[[22, 31, 'LOC']]"
Zij spreekt niet zo vlot Engels als jij.,"[[25, 31, 'MISC']]"
Hij spreekt vloeiend Japans.,"[[21, 27, 'MISC']]"
Italianen drinken altijd wijn.,"[[0, 9, 'MISC']]"
Italiaanse mannen helpen nooit in huis.,"[[0, 10, 'MISC']]"
Italianen praten zelden over politiek.,"[[0, 9, 'MISC']]"
Italianen doen altijd een dutje gedurende een uur na de lunch.,"[[0, 9, 'MISC']]"
Het is altijd zonnig in Italië.,"[[24, 30, 'LOC']]"
Italianen drinken vaak koffie.,"[[0, 9, 'MISC']]"
Het klimaat in Tokio verschilt van dat in Londen.,"[[15, 20, 'LOC'], [42, 48, 'LOC']]"
Het klimaat in Tokio verschilt van dat in Londen.,"[[15, 20, 'LOC'], [42, 48, 'LOC']]"
Mac wordt door iedereen graag gezien.,"[[0, 3, 'PER']]"
Mijnheer Koizumi spreekt maar door en weet van geen ophouden.,"[[9, 16, 'PER']]"
"Ze spreekt niet alleen Engels, maar ook Duits.","[[23, 29, 'MISC'], [40, 45, 'MISC']]"
"Ze spreekt niet alleen Engels, maar ook Duits.","[[23, 29, 'MISC'], [40, 45, 'MISC']]"
Ze spreekt altijd Engels.,"[[18, 24, 'MISC']]"
Dr. Johnson is professor aan de universiteit.,"[[0, 11, 'PER']]"
Kent gij toevallig een professor Braun?,"[[33, 38, 'PER']]"
Het is plezant om weten dat de schoonheid van Japanse tuinen in geen enkele andere cultuur teruggevonden wordt.,"[[46, 53, 'MISC']]"
Tom weet hoe computers te herstellen.,"[[0, 3, 'PER']]"
Heeft Lucy al getelefoneerd?,"[[6, 10, 'PER']]"
Vorig jaar heb ik beslist naar Japan te komen.,"[[31, 36, 'LOC']]"
"Sorry, spreekt u Engels?","[[17, 23, 'MISC']]"
Ze noemt mij Kenji.,"[[13, 18, 'PER']]"
Ze beheerst het Frans.,"[[16, 21, 'MISC']]"
Amy wil iets nieuws aantrekken.,"[[0, 3, 'PER']]"
Tom is een goede werker.,"[[0, 3, 'PER']]"
"Om een verkoudheid te vermijden, neem veel vitamine C.","[[52, 54, 'MISC']]"
Ik heb Rik niet gezien sedert hij terug is uit Nieuw-Zeeland.,"[[7, 10, 'PER'], [47, 60, 'LOC']]"
Ik heb Rik niet gezien sedert hij terug is uit Nieuw-Zeeland.,"[[7, 10, 'PER'], [47, 60, 'LOC']]"
In de derde les hebben we Engels.,"[[26, 32, 'MISC']]"
Susie houdt van Japanse muziek.,"[[0, 5, 'PER'], [16, 23, 'MISC']]"
Susie houdt van Japanse muziek.,"[[0, 5, 'PER'], [16, 23, 'MISC']]"
Ze spreekt vloeiend Engels en Frans.,"[[20, 26, 'MISC'], [30, 35, 'MISC']]"
Ze spreekt vloeiend Engels en Frans.,"[[20, 26, 'MISC'], [30, 35, 'MISC']]"
Bill is zenuwachtig voor het examen.,"[[0, 4, 'PER']]"
Het eten in mijn land is niet erg verschillend van dat in Spanje.,"[[58, 64, 'LOC']]"
Welke taal spreekt men in Brazilië?,"[[26, 34, 'LOC']]"
Tom is een te eerlijke jongen om te liegen.,"[[0, 3, 'PER']]"
Ik heb hem ontmoet toen hij in Japan was.,"[[31, 36, 'LOC']]"
Ik woon in Kobe.,"[[11, 15, 'LOC']]"
Ik heb de A58 genomen.,"[[10, 13, 'MISC']]"
Veel kinderen in Afrika sterven van de honger.,"[[17, 23, 'LOC']]"
Veel mensen in Afrika hebben honger.,"[[15, 21, 'LOC']]"
Veel mensen in Afrika werden gedood door de stormwind.,"[[15, 21, 'LOC']]"
De hongerlijders in Afrika hebben dringend hulp nodig.,"[[20, 26, 'LOC']]"
Hij heeft al meermaals Europa bezocht.,"[[23, 29, 'LOC']]"
Ik hoor dat Latijnse muziek furore maakt in de muziekindustrie dit jaar.,"[[12, 20, 'MISC']]"
Ik wil naar Londen gaan.,"[[12, 18, 'LOC']]"
Ze beschouwde Canada als het ideale land om te wonen.,"[[14, 20, 'LOC']]"
Engels heeft geen woord voor Zeitgeist.,"[[0, 6, 'MISC'], [29, 38, 'ORG']]"
Engels heeft geen woord voor Zeitgeist.,"[[0, 6, 'MISC'], [29, 38, 'ORG']]"
Ben je Chinees of Japans?,"[[7, 14, 'MISC'], [18, 24, 'MISC']]"
Ben je Chinees of Japans?,"[[7, 14, 'MISC'], [18, 24, 'MISC']]"
Japan ligt in het noordelijk halfrond.,"[[0, 5, 'LOC']]"
Deze tanker vaart naar Koeweit.,"[[23, 30, 'LOC']]"
Judy danst graag.,"[[0, 4, 'PER']]"
Ik ben vorig jaar naar Japan gekomen.,"[[23, 28, 'LOC']]"
Mike kwam om vijf uur in de bibliotheek terug.,"[[0, 4, 'PER']]"
Zeg mij wat ge in Shounan gedaan hebt.,"[[18, 25, 'LOC']]"
"Hij zei: ""Ik ben Canadees.""","[[17, 25, 'MISC']]"
Ik kijk graag naar Esperanto-filmpjes op YouTube.,"[[19, 37, 'MISC'], [41, 48, 'MISC']]"
Ik kijk graag naar Esperanto-filmpjes op YouTube.,"[[19, 37, 'MISC'], [41, 48, 'MISC']]"
Hoe snel spreekt Tom toch!,"[[17, 20, 'PER']]"
Hoe snel werkt Tom toch!,"[[15, 18, 'PER']]"
Tom gaat naar de stad per bus.,"[[0, 3, 'PER']]"
Tom zegt dat hij een Frans boek kan lezen.,"[[0, 3, 'PER'], [21, 26, 'MISC']]"
Tom zegt dat hij een Frans boek kan lezen.,"[[0, 3, 'PER'], [21, 26, 'MISC']]"
Tom is nog in het ziekenhuis.,"[[0, 3, 'PER']]"
"Tom is er al, maar Bill is nog niet gekomen.","[[0, 3, 'PER'], [19, 23, 'PER']]"
"Tom is er al, maar Bill is nog niet gekomen.","[[0, 3, 'PER'], [19, 23, 'PER']]"
Morgen komt hij aan in Kioto.,"[[23, 28, 'LOC']]"
Alle deelnemers hopen dat voor het jaareinde Tatoeba een miljoen zinnen zal tellen.,"[[45, 52, 'ORG']]"
Keisuke is groter dan ik.,"[[0, 7, 'PER']]"
"Als kerstgeschenk kocht hij voor haar het boek ""Alice in Wonderland"".","[[48, 67, 'MISC']]"
De Grieken eten ook dikwijls vis.,"[[3, 10, 'MISC']]"
Hij komt uit Engeland.,"[[13, 21, 'LOC']]"
Bob kan alle vragen beantwoorden.,"[[0, 3, 'PER']]"
Hoe is het weer in New York?,"[[19, 27, 'LOC']]"
Het is mijn droom naar Japan te gaan.,"[[23, 28, 'LOC']]"
Engels spreken is moeilijk.,"[[0, 6, 'MISC']]"
"Als Bob mijn raad gevolgd had, zou alles nu in orde zijn.","[[4, 7, 'PER']]"
Ik zou u graag zien voor ik naar Europa vertrek.,"[[33, 39, 'LOC']]"
Tatoeba is echt veeltalig. Alle talen zijn met elkaar verbonden.,"[[0, 7, 'PER']]"
De politie volgde haar tot Parijs.,"[[27, 33, 'LOC']]"
Men veronderstelde dat hij gedood was tijdens de Tweede Wereldoorlog.,"[[49, 68, 'MISC']]"
Japan en China zijn op meerdere manieren verschillend.,"[[0, 5, 'LOC'], [9, 14, 'LOC']]"
Japan en China zijn op meerdere manieren verschillend.,"[[0, 5, 'LOC'], [9, 14, 'LOC']]"
"Mike en zijn zuster kennen Frans, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [44, 50, 'MISC']]"
"Mike en zijn zuster kennen Frans, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [44, 50, 'MISC']]"
"Mike en zijn zuster kennen Frans, maar geen Japans.","[[0, 4, 'PER'], [27, 32, 'MISC'], [44, 50, 'MISC']]"
Hij spreekt een beetje Engels.,"[[23, 29, 'MISC']]"
Betty is danslerares.,"[[0, 5, 'PER']]"
Ik heb al in Kobe gewoond.,"[[13, 17, 'LOC']]"
Ik leef in Kobe.,"[[11, 15, 'LOC']]"
"Michael, dit is het restaurant waar uw vader en ik onze eerste afspraak hadden.","[[0, 7, 'PER']]"
Blijkbaar zijn er nu meer dan tweeduizend zinnen in het Oejgoers in Tatoeba!,"[[56, 64, 'MISC'], [68, 75, 'LOC']]"
Blijkbaar zijn er nu meer dan tweeduizend zinnen in het Oejgoers in Tatoeba!,"[[56, 64, 'MISC'], [68, 75, 'LOC']]"
John speelde gitaar en zijn vrienden zongen.,"[[0, 4, 'PER']]"
Ik ben van plan Engels te leren.,"[[16, 22, 'MISC']]"
Is dit boek van Takeo?,"[[16, 21, 'PER']]"
Japan is een mooi land.,"[[0, 5, 'LOC']]"
